ID,EIN,NAME,ICO,STREET,CITY,STATE,ZIP,Subsection Name,Subsection Description,NTEE_CD,Category,IRS_NTEE_Code2_Description,AFFILIATION,Aff_Type,IRS_Affiliation_Codes_Description,Ded_Code,Ded_Description,Foundation_Code,Foundation_Description,Org_Code,Org_Description,EO_Status_Code,EO_Description,Asset_Income_Code,IRS_Asset_Income_Codes_Description,Filing_Code,IRS_Filing_Codes_Description,PF_Filing_Code,IRS_PF_Filing_Codes_Description,ASSET_AMT,INCOME_AMT,REVENUE_AMT
,660567097,CALVARY CHAPEL OF PUERTO RICO INC,% PASTOR DANIEL CRESPO,405 AVE ESMERALDA STE 2,GUAYNABO,PR,00969-4466,Charitable and religious,Charitable and religious,X21,Religion-Related, Spiritual Development,Protestant,3,,Independent,1,Contributions are deductible. ,,10,1,Corporation,1,Unconditional Exemption,0,0,,6,,0,,
,660567316,CENTRO DE RESPIRO Y REHABILITACION SAN FRANCISCO,% SISTER DONNA MCGARTLAND OSF,PO BOX 372231,CAYEY,PR,00737-2231,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660567506,BEULAH ASAMBLEA DE DIOS,,PO BOX 2300,BAYAMON,PR,00960-2300,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660567902,CORAL BAY SCHOOL INC,% THE CORAL BAY SCHOOL,PO BOX 1657,ST JOHN,VI,00831-1657,Charitable and religious,Charitable and religious,B25,Education,Secondary, High School,3,,Independent,1,Contributions are deductible. ,,11,1,Corporation,1,Unconditional Exemption,6,1,,0,,000 to 4,999,999
,660568130,IGLESIA ASAMBLEA DE DIOS,% PABLO HERNANDEZ MARTINEZ,BO QUBRD CRZ SCTR PUNTA BRAVA 1008,TOA ALTA,PR,00954-0000,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660568219,IGLESIA AD,,PARC SAINT JUST 292 CALLE 4,TRUJILLO ALTO,PR,00976-0000,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660568220,PENTECOSTAL ADULAM ASAMBLEAS DE DIOS,,PO BOX 268,PALMER,PR,00721-0268,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660568350,THE JULIUS SPRAUVE SCHOOL FUNDRAISER CHARITABLE TRUST,% JOSE PENN,PO BOX 719,CRUZ BAY,VI,00831-0719,Charitable and religious,Charitable and religious,B12,Education,Fund Raising and/or Fund Distribution,3,Independent,,1,Contributions are deductible. ,16,,2,Trust,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660568541,FUNDACION DEL COLEGIO DE CPA DE PUERTO RICO INC,,CAPITAL CENTER BUILDING SUITE 1401,SAN JUAN,PR,00918-0000,Charitable and religious,Charitable and religious,Q32,International, Foreign Affairs and National Security,International Economic Development,3,,Independent,1,Contributions are deductible. ,,16,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,0,0
,660568787,ANGEL DE LA GUARDA INC,% WILFREDO MENDEZ,PO BOX 3007,SAN SEBASTIAN,PR,00685-7001,Charitable and religious,Charitable and religious,P33,Human Services - Multipurpose and Other,Child Day Care,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,5,500,000 to 999,,999,,1,0,103388
,660569472,CENTRO VOLUNAC INC,% CARMEN A ROSADO APONTE,A66 BO PLAYA,SALINAS,PR,00751-2849,Charitable and religious,Charitable and religious,P20,Human Services - Multipurpose and Other,Human Service Organizations - Multipurpose,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,2,10,000 to 24,,999,,2,0,12832
,660569781,ASOCIACION PARA LA SUPERACION DEL NINO CON SINDROME DOWN,,PO BOX 4482,AGUADILLA,PR,00605-4482,Charitable and religious,Charitable and religious,G25,Diseases, Disorders, Medical Disciplines,Down Syndrome,,1,Central,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,3,,25,,000 to 99,999,1
,660569857,FUNDACION ARTURO SOMOHANO INC,% VICTOR MALDONADO-GOMEZ,PO BOX 192593,SAN JUAN,PR,00919-2593,Charitable and religious,Charitable and religious,A69,Arts, Culture and Humanities,Symphony Orchestras,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,1,,0,,
,660569991,IGLESIA BAUTISTA LUZ DEL MUNDO QUEBRADA GRANDE,,PO BOX 1662,TRUJILLO ALTO,PR,00977-1662,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660570712,COMUNIDAD ORGANIZADA DE SAN SALVADOR INC,,HC 8 BOX 38885,CAGUAS,PR,00725-9423,Charitable and religious,Charitable and religious,S21,Community Improvement, Capacity Building,Community Coalitions,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,0,0
,660570994,SPEAK THE WORD MINISTRIES,% TERRY SKEPPLE,PO BOX 8304,CHRISTIANSTED,VI,00823-8304,Charitable and religious,Charitable and religious,X21,Religion-Related, Spiritual Development,Protestant,3,,Independent,1,Contributions are deductible. ,,10,1,Corporation,1,Unconditional Exemption,0,0,,6,,0,,
,660571056,GUAM KOREAN BUDDHIST ASSOCIATION,% YONG KWANG PARK,PO BOX 11168,TAMUNING,GU,96931-1168,Charitable and religious,Charitable and religious,X50,Religion-Related, Spiritual Development,Buddhist,3,,Independent,1,Contributions are deductible. ,,10,1,Corporation,1,Unconditional Exemption,0,0,,6,,0,,
,660571205,LEONCILANDIA INC,% LUIS GARCIA VAZQUES,PO BOX 334146,PONCE,PR,00733-4146,Charitable and religious,Charitable and religious,P33,Human Services - Multipurpose and Other,Child Day Care,3,Independent,,1,Contributions are deductible. ,16,,1,Corporation,1,Unconditional Exemption,3,25,000 to 99,,999,,1,0,32138
,660571457,HOSPITAL COMUNITARIO BUEN SAMARITANO INC,% HOSPITAL BUEN SAMARITANO,PO BOX 4055,AGUADILLA,PR,00605-4055,Charitable and religious,Charitable and religious,E20,Health - General and Rehabilitative,Hospitals and Related Primary Medical Care Facilities,3,Independent,,1,Contributions are deductible. ,12,,1,Corporation,1,Unconditional Exemption,8,10,0,,000 to 49,,999,999,1
,660571609,EL PROGRAMA DE ENLACE Y SERVICIO COMUNITARIO DE AGUADILLA INC,% REVEREND MARCOS CAMACHO,PO BOX 4820,AGUADILLA,PR,00605-4820,Charitable and religious,Charitable and religious,O50,Youth Development,Youth Development Programs, Other,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,0,0
,660571789,PRIMER IGLESIA ASAMBLEA DE DIOS,% ENRIQUE LABOY,HC 1 BOX 6767,LAS PIEDRAS,PR,00771-9758,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660572018,UNANUE LOPEZ FAMILY FOUNDATION,,PO BOX 601467,BAYAMON,PR,00960-6067,Charitable and religious,Charitable and religious,T23,Philanthropy, Voluntarism and Grantmaking Foundations,Private Operating Foundations,3,,Independent,1,Contributions are deductible. ,,,2,Trust,1,Unconditional Exemption,4,100,,000 to 499,,999,0,1
,660572059,IGLESIA MISIONERA SHALOM Y CHARIS,% EDUARDO MORA DORAN,PO BOX 4985 MSC 101,CAGUAS,PR,00726-4985,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660572374,MISION MAHANAIM,,CL 16 BOX 6253 BARRIO QUEBRADA SECA,CEIBA,PR,00735-0000,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660572445,CORPORACION PINONES SE INTEGRA,% MARICRUZ RIVERA CLEMENTE,HC 1 BOX 7631,LOIZA,PR,00772-9659,Charitable and religious,Charitable and religious,A20,Arts, Culture and Humanities,Arts, Cultural Organizations - Multipurpose,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,2,,10,,000 to 24,999,1
,660572549,IGLESIA CRISTIANA MISIONERA EL SHADDAI,,PO BOX 1086,BARCELONETA,PR,00617-1086,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660572647,CENTRO INFANTIL LITTLE ANGELS INC,% ELY E MARTINEZ CANDELARIO,URB SAN ANTONIO 1434 CALLE DAMASCO,PONCE,PR,00728-0000,Charitable and religious,Charitable and religious,P33,Human Services - Multipurpose and Other,Child Day Care,3,Independent,,1,Contributions are deductible. ,16,,1,Corporation,1,Unconditional Exemption,3,25,000 to 99,,999,,2,0,3687
,660573064,PUERTAS DE ESPERANZA DE MANATI INC,,14 CALLE RAMOS VELEZ,MANATI,PR,00674-5165,Charitable and religious,Charitable and religious,P85,Human Services - Multipurpose and Other,Homeless Persons Centers, Services,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,4,100,,000 to 499,,999,1,0
,660573254,ART STAGE INC,% SHAWNA K RICHARDS,PO BOX 1185,FREDERIKSTED,VI,00841-1185,Charitable and religious,Charitable and religious,A65,Arts, Culture and Humanities,Theater,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,0,0
,660573499,COMITE DE EDUCACION Y BEINESTAR NINOS Y ADOLESCENTES DIABETES INC,% FRANCISCO NIEVES RIVERA,PO BOX 9103,HUMACAO,PR,00792-9103,Charitable and religious,Charitable and religious,E86,Health - General and Rehabilitative,Patient Services - Entertainment, Recreation,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,3,25,,000 to 99,,999,1,0
,660574398,IGLESIA EVANGELICA LUTERANA CRISTO EL SENOR,% MARGARITA MARTINEZ,PO BOX 375285,CAYEY,PR,00737-5285,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,1,Corporation,1,Unconditional Exemption,0,0,6,,0,,,,
,660574598,ASOCIACION NACIONAL DE CIEGOS,% CENTRO DE REHABILITACION,CENTRO DE REHABILITACIONV APARTADO,ISABELA,PR,00662-0000,Charitable and religious,Charitable and religious,P86,Human Services - Multipurpose and Other,Blind/Visually Impaired Centers, Services,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,4,100,,000 to 499,,999,1,0
,660574914,CENTRO DEAMBULANTES CRISTO POBRE INC,% RAFAEL DELGADO,PO BOX 334651,PONCE,PR,00733-4651,Charitable and religious,Charitable and religious,P20,Human Services - Multipurpose and Other,Human Service Organizations - Multipurpose,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,6,1,0,,000 to 4,,999,999,1
,660575476,PUERTO RICO BASEBALL ACADEMY AND HIGH SCHOOL CORP,% EDWIN CORREA,200 AVE RAFAEL CORDERO STE 140,CAGUAS,PR,00725-4303,Charitable and religious,Charitable and religious,B25,Education,Secondary, High School,3,,Independent,1,Contributions are deductible. ,,11,1,Corporation,1,Unconditional Exemption,6,1,,0,,000 to 4,999,999
,660576182,CONTINENTAL MICRONESIA INC ASSOCIATION OF PACFIC ISLAND,% AYUDA FOUNDATION,181 E MARINE CORPS DR STE 207,HAGATNA,GU,96910-5178,Charitable and religious,Charitable and religious,E99,Health - General and Rehabilitative,Health - General and Rehabilitative N.E.C.,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,4,100,000 to 499,,999,,1,0,136572
,660576475,WORKERS HOUSING CORPORATION,% LUISA I ACEVEDO,PO BOX 11798,SAN JUAN,PR,00910-2898,Charitable and religious,Charitable and religious,L22,Housing, Shelter,Senior Citizens' Housing/Retirement Communities,3,,Independent,1,Contributions are deductible. ,,,1,Corporation,1,Unconditional Exemption,1,1 to 9,,999,,0,1,0
,660576595,EL AMOR ESPERA INC,% GRACE SCHAERER,PO BOX 607071 PMB 286,BAYAMON,PR,00960-7071,Charitable and religious,Charitable and religious,P20,Human Services - Multipurpose and Other,Human Service Organizations - Multipurpose,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,1,,0,,,,
,660576828,GLOBAL LIFE CHURCH INC,% PASTOR ORAL F HAZELL,PO BOX 304283,ST THOMAS,VI,00803-4283,Charitable and religious,Charitable and religious,X20,Religion-Related, Spiritual Development,Christian,3,,Independent,1,Contributions are deductible. ,,10,1,Corporation,1,Unconditional Exemption,0,0,,6,,0,,
,660576940,CENTRO DE RENOVACION Y DESAROLLO HUMANO-ESPIRTUAL BUEN PASTOR,% MAGDALENA OCASIO PEREZ,HC 1 BOX 22925,CAGUAS,PR,00725-8915,Charitable and religious,Charitable and religious,F60,Mental Health, Crisis Intervention,Counseling, Support Groups,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,4,,100,,000 to 499,999,1
,660577203,ASOCIACION DE AGENCIAS COMUNALES DE PR INC,% ALICIA RAMIREZ SUAREZ,H-17-B AVE LUIS MUNOZ MARIN URB VIL,CAGUAS,PR,00725-0000,Charitable and religious,Charitable and religious,P20,Human Services - Multipurpose and Other,Human Service Organizations - Multipurpose,3,Independent,,2,Contributions are not deductible. ,15,,1,Corporation,1,Unconditional Exemption,4,100,000 to 499,,999,,1,0,62205
,660577332,IGLESIA ROCA DE SION AD,,PO BOX 1246,FAJARDO,PR,00738-1246,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660577886,CENTRO MARIA MAZZARELLO ALESPI INC,% SOR MARIA OFELIA PEREZ GUTIERREZ,PO BOX 1877,OROCOVIS,PR,00720-1877,Charitable and religious,Charitable and religious,B99,Education,Education N.E.C.,3,Independent,,1,Contributions are deductible. ,11,,1,Corporation,1,Unconditional Exemption,0,0,13,,0,,,,
,660578562,PENTECOSTAL CHURCH ASSEMBLIES OF GOD,% MIGUEL ARROYO,PO BOX 207,YABUCOA,PR,00767-0207,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660578643,3RA MANANTIAL DE VIDA,,PO BOX 334432,PONCE,PR,00733-4432,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660579504,RICKY MARTIN FOUNDATION CORP,% GLADYS MARTINEZ,PO BOX 13534,SAN JUAN,PR,00908-3534,Charitable and religious,Charitable and religious,T22,Philanthropy, Voluntarism and Grantmaking Foundations,Private Independent Foundations,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,6,1,,0,,000 to 4,999,999
,660580261,CENTRO DE DESARROLLO DEL NINO ALLEGRIA Y DIVERSION INFANTIL INC,% HC 1 BOX 7208,HC 1 BOX 7208,VILLALBA,PR,00766-9856,Charitable and religious,Charitable and religious,B21,Education,Kindergarten, Preschool, Nursery School,, Early Admissions,3,Independent,,1,Contributions are deductible. ,11,1,Corporation,1,Unconditional Exemption,,4,,100,000 to 499,999
,660580805,SMIRNA MISIONERA AD,% JOSE COLLAZO,PO BOX 674,DORADO,PR,00646-0674,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660581471,ST JOHN HISTORICAL SOCIETY,,PO BOX 1256,ST JOHN,VI,00831-1256,Charitable and religious,Charitable and religious,A54,Arts, Culture and Humanities,History Museums,3,,Independent,1,Contributions are deductible. ,,16,1,Corporation,1,Unconditional Exemption,2,10,,000 to 24,,999,2,0
,660582060,OFICINA PRO AYUDA A PERSONAS CON IMPEDIMENTOS INC,% ROBERTO GARCIA,PO BOX 1089,RIO GRANDE,PR,00745-1089,Charitable and religious,Charitable and religious,P80,Human Services - Multipurpose and Other,Services to Promote the Independence of Specific Populations,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,4,100,000 to 499,,999,,1,0,2294908
,660582741,IGLESIA EVANGELICA JESUCRISTO EL CAMINO,,HC 1 BOX 6443,MOCA,PR,00676-9622,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660582747,IEM AGUA Y SOL DE JUSTICIA,% ROBERT L RANSOM,HC 1 BOX 8155,MARICAO,PR,00606-9403,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660583356,COMUNIDAD GABINO NEGRON INC,% WILFREDO BONILLA,HC 59 BOX 5920,AGUADA,PR,00602-9649,Charitable and religious,Charitable and religious,C20,Environmental Quality, Protection and Beautification,Pollution Abatement and Control Services,3,,Independent,1,Contributions are deductible. ,,16,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,,
,660583733,EDUCATIONAL SERVICES CENTER OF SAN GERMAN INC,% VIVIAN RUIZ,PO BOX 1332,HORMIGUEROS,PR,00660-5332,Charitable and religious,Charitable and religious,B20,Education,Elementary, Secondary Education, K - 12,,3,Independent,1,,Contributions are deductible. ,11,1,Corporation,1,Unconditional Exemption,4,,100,,000 to 499,999,1
,660585077,ST THOMAS EAST END MEDICAL CENTER CORPORATION,,PO BOX 503177,ST THOMAS,VI,00805-3177,Charitable and religious,Charitable and religious,E30,Health - General and Rehabilitative,Health Treatment Facilities, Primarily Outpatient,3,,Independent,1,Contributions are deductible. ,,12,1,Corporation,1,Unconditional Exemption,6,1,,0,,000 to 4,999,999
,660585141,SCOTTISH RITE CLINIC FOR CHILDHOOD LANGUAGE DISORDERS INC,% JOSEPH L MARTINEZ SUAREZ,PO BOX 362095,SAN JUAN,PR,00936-2095,Charitable and religious,Charitable and religious,G80,Diseases, Disorders, Medical Disciplines,Specifically Named Diseases,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,3,,25,,000 to 99,999,2
,660585195,INICIATIVA COMUNITORIO DE LA MONTANA INC,,PO BOX 1881,UTUADO,PR,00641-1881,Charitable and religious,Charitable and religious,P30,Human Services - Multipurpose and Other,Children's, Youth Services,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,5,500,,000 to 999,,999,1,0
,660585251,CREARTE INC,% MIGUEL UBINAS LAZZARINI,PO BOX 190969,SAN JUAN,PR,00919-0969,Charitable and religious,Charitable and religious,A25,Arts, Culture and Humanities,Arts Education,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,6,1,,0,,000 to 4,999,999
,660585252,BRISAS DE CEIBA CORP,% PEDRO CANALES,8 ST SAN JORGE 42,CEIBA,PR,00735-0000,Charitable and religious,Charitable and religious,L22,Housing, Shelter,Senior Citizens' Housing/Retirement Communities,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,4,100,,000 to 499,,999,1,0
,660585256,NEW VISION MINISTRIES OF ST THOMAS,% PASTOR JAMES EUTECE PETTY,220-24 ALTONA & WELBURST,ST THOMAS US,VI,00803-0000,Charitable and religious,Charitable and religious,X20,Religion-Related, Spiritual Development,Christian,3,,Independent,1,Contributions are deductible. ,,10,1,Corporation,1,Unconditional Exemption,0,0,,6,,0,,
,660585342,SECOND CHANCE ANIMAL RESCUE INC,,HC 1 BOX 3547,VILLALBA,PR,00766-9784,Charitable and religious,Charitable and religious,D20,Animal-Related,Animal Protection and Welfare,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,3,25,000 to 99,,999,,1,0,17477
,660585583,MOVIMIENTO CRISTIANO EL SHADDAI AD,,PO BOX 43001,RIO GRANDE,PR,00745-6600,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660585858,MIRACLE THROUGH THE ROCK MINISTRY & RECONCILIATION IN CHRIST JESUS INC,% ERIC MASSICOT,PO BOX 7694,CHRISTIANSTED ST CRO,VI,00823-7694,Charitable and religious,Charitable and religious,X21,Religion-Related, Spiritual Development,Protestant,3,,Independent,1,Contributions are deductible. ,,10,1,Corporation,1,Unconditional Exemption,0,0,,6,,0,,
